2021-07-18 12:25:03,531: Key.backspace
2021-07-18 12:25:16,963: '4'
2021-07-18 12:25:17,123: '4'
2021-07-18 12:25:17,283: '4'
2021-07-18 12:25:17,451: '4'
2021-07-18 12:25:17,611: '4'
2021-07-18 12:25:38,467: Key.ctrl_l
2021-07-18 12:25:38,587: Key.alt_l
2021-07-18 12:25:38,739: Key.delete
2021-07-18 12:26:00,507: 'p'
2021-07-18 12:26:00,803: 'a'
2021-07-18 12:26:01,027: 's'
2021-07-18 12:26:01,203: 's'
2021-07-18 12:26:01,923: 'w'
2021-07-18 12:26:02,075: 'o'
2021-07-18 12:26:02,171: 'r'
2021-07-18 12:26:02,379: 'd'
2021-07-18 12:26:03,162: Key.enter
2021-07-18 12:26:03,739: Key.enter
2021-07-18 12:26:29,027: Key.shift
2021-07-18 12:26:29,403: 'J'
2021-07-18 12:26:31,571: Key.backspace
2021-07-18 12:26:32,643: Key.shift
2021-07-18 12:26:33,144: Key.shift
2021-07-18 12:26:33,189: Key.shift
2021-07-18 12:26:33,219: Key.shift
2021-07-18 12:26:33,250: Key.shift
2021-07-18 12:26:33,280: Key.shift
2021-07-18 12:26:33,311: Key.shift
2021-07-18 12:26:33,341: Key.shift
2021-07-18 12:26:33,387: Key.shift
2021-07-18 12:26:33,417: Key.shift
2021-07-18 12:26:33,448: Key.shift
2021-07-18 12:26:33,478: Key.shift
2021-07-18 12:26:33,509: Key.shift
2021-07-18 12:26:33,539: Key.shift
2021-07-18 12:26:33,584: Key.shift
2021-07-18 12:26:33,615: Key.shift
2021-07-18 12:26:33,643: 'J'
2021-07-18 12:26:34,242: Key.backspace
2021-07-18 12:26:34,827: 'A'
2021-07-18 12:26:35,962: Key.backspace
2021-07-18 12:26:36,427: 'a'
2021-07-18 12:26:36,627: 'v'
2021-07-18 12:26:36,763: 'a'
2021-07-18 12:26:38,099: 's'
2021-07-18 12:26:38,291: 'c'
2021-07-18 12:26:38,483: 'r'
2021-07-18 12:26:38,923: 'i'
2021-07-18 12:26:39,203: 'p'
2021-07-18 12:26:39,291: 't'
2021-07-18 12:26:39,899: '1'
2021-07-18 12:26:40,043: '0'
2021-07-18 12:26:40,195: '0'
2021-07-18 12:26:42,027: Key.backspace
2021-07-18 12:26:42,531: Key.backspace
2021-07-18 12:26:42,562: Key.backspace
2021-07-18 12:26:42,593: Key.backspace
2021-07-18 12:26:42,640: Key.backspace
2021-07-18 12:26:42,670: Key.backspace
2021-07-18 12:26:42,700: Key.backspace
2021-07-18 12:26:42,731: Key.backspace
2021-07-18 12:26:42,763: Key.backspace
2021-07-18 12:26:42,794: Key.backspace
2021-07-18 12:26:42,825: Key.backspace
2021-07-18 12:26:42,870: Key.backspace
2021-07-18 12:26:42,902: Key.backspace
2021-07-18 12:26:42,932: Key.backspace
2021-07-18 12:26:42,964: Key.backspace
2021-07-18 12:26:42,996: Key.backspace
2021-07-18 12:26:43,027: Key.backspace
2021-07-18 12:26:43,057: Key.backspace
2021-07-18 12:26:43,089: Key.backspace
2021-07-18 12:26:43,135: Key.backspace
2021-07-18 12:26:43,165: Key.backspace
2021-07-18 12:26:43,195: Key.backspace
2021-07-18 12:26:43,226: Key.backspace
2021-07-18 12:26:43,256: Key.backspace
2021-07-18 12:26:43,287: Key.backspace
2021-07-18 12:27:21,091: Key.alt_l
2021-07-18 12:27:21,179: Key.tab
2021-07-18 12:27:23,587: Key.alt_l
2021-07-18 12:27:23,723: Key.tab
2021-07-18 12:27:26,547: 'p'
2021-07-18 12:27:26,699: 'a'
2021-07-18 12:27:26,828: 'p'
2021-07-18 12:27:27,259: Key.space
2021-07-18 12:27:27,563: 'l'
2021-07-18 12:27:27,995: 'u'
2021-07-18 12:27:28,451: 'c'
2021-07-18 12:27:28,811: 's'
2021-07-18 12:27:28,955: 'e'
2021-07-18 12:27:29,619: Key.space
2021-07-18 12:27:30,299: 'v'
2021-07-18 12:27:30,651: 's'
2021-07-18 12:27:30,803: 'e'
2021-07-18 12:27:31,020: 'c'
2021-07-18 12:27:31,259: 'h'
2021-07-18 12:27:31,963: Key.enter
2021-07-18 12:50:24,844: 'w'
2021-07-18 12:50:24,987: 'e'
2021-07-18 12:50:25,179: Key.space
2021-07-18 12:50:26,011: 'l'
2021-07-18 12:50:26,219: 'o'
2021-07-18 12:50:26,779: 'v'
2021-07-18 12:50:26,899: 'e'
2021-07-18 12:50:27,259: Key.space
2021-07-18 12:50:28,019: 'd'
2021-07-18 12:50:28,083: 'a'
2021-07-18 12:50:28,267: 'd'
2021-07-18 12:50:38,955: Key.alt_l
2021-07-18 12:50:39,083: Key.tab
2021-07-18 12:50:39,819: Key.alt_l
2021-07-18 12:50:48,219: 'y'
2021-07-18 12:50:48,979: Key.enter
2021-07-18 12:51:44,091: Key.left
2021-07-18 12:51:46,315: Key.left
2021-07-18 12:51:48,459: Key.space
2021-07-18 12:51:50,475: Key.space
2021-07-18 12:52:05,027: Key.left
2021-07-18 12:52:05,723: Key.space
2021-07-18 12:52:09,659: Key.space
2021-07-18 12:52:11,619: Key.space
2021-07-18 12:52:12,491: Key.space
2021-07-18 12:52:14,403: Key.space
2021-07-18 12:52:41,491: Key.space
2021-07-18 12:52:43,619: Key.space
2021-07-18 12:52:47,483: Key.left
2021-07-18 12:52:48,099: Key.space
2021-07-18 12:52:51,611: Key.space
2021-07-18 12:53:03,971: Key.space
2021-07-18 12:53:05,371: Key.space
2021-07-18 12:54:29,347: Key.space
2021-07-18 12:54:31,948: Key.space
2021-07-18 12:54:35,739: Key.space
2021-07-18 12:54:38,331: Key.space
2021-07-18 12:54:45,963: Key.space
2021-07-18 12:54:46,611: Key.space
2021-07-18 12:55:19,707: Key.right
2021-07-18 12:55:20,339: Key.right
2021-07-18 12:55:20,963: Key.right
2021-07-18 12:55:21,499: Key.right
2021-07-18 12:55:22,043: Key.right
2021-07-18 12:55:24,883: Key.right
2021-07-18 12:55:25,667: Key.right
2021-07-18 12:55:30,331: Key.left
2021-07-18 12:55:31,443: Key.left
2021-07-18 12:55:32,075: Key.up
2021-07-18 12:55:33,971: Key.down
2021-07-18 12:55:34,851: Key.right
2021-07-18 12:55:35,907: Key.right
2021-07-18 12:56:02,203: Key.space
2021-07-18 12:56:06,123: Key.space
2021-07-18 12:56:14,771: Key.right
2021-07-18 12:56:16,299: Key.right
2021-07-18 12:56:16,883: Key.right
2021-07-18 12:56:17,699: Key.right
2021-07-18 12:56:19,171: Key.right
2021-07-18 12:56:19,627: Key.right
2021-07-18 12:56:20,875: Key.right
2021-07-18 12:56:22,515: Key.right
2021-07-18 12:56:24,468: Key.right
2021-07-18 12:56:28,611: Key.right
2021-07-18 12:56:35,156: 'e'
2021-07-18 12:56:35,308: 'v'
2021-07-18 12:56:35,451: 'e'
2021-07-18 12:56:35,603: 'r'
2021-07-18 12:56:35,875: 'y'
2021-07-18 12:56:36,011: Key.space
2021-07-18 12:56:36,211: 's'
2021-07-18 12:56:36,331: 't'
2021-07-18 12:56:36,475: 'a'
2021-07-18 12:56:36,603: 'r'
2021-07-18 12:56:36,755: Key.space
2021-07-18 12:56:36,939: 'w'
2021-07-18 12:56:37,083: 'a'
2021-07-18 12:56:37,243: 'r'
2021-07-18 12:56:37,371: 's'
2021-07-18 12:56:37,555: Key.space
2021-07-18 12:56:38,155: 'm'
2021-07-18 12:56:38,419: 'o'
2021-07-18 12:56:38,811: 'v'
2021-07-18 12:56:38,955: 'i'
2021-07-18 12:56:39,099: 'e'
2021-07-18 12:56:39,379: Key.enter
2021-07-18 17:25:31,058: Key.ctrl_l
2021-07-18 17:25:31,209: Key.alt_l
2021-07-18 17:25:33,026: 'd'
2021-07-18 17:25:33,210: 'e'
2021-07-18 17:25:33,418: 'f'
2021-07-18 17:25:33,634: 'e'
2021-07-18 17:25:58,153: Key.ctrl_l
2021-07-18 17:25:58,273: Key.alt_l
2021-07-18 17:25:58,537: Key.delete
2021-07-18 17:26:14,698: Key.space
2021-07-18 17:26:15,322: Key.space
2021-07-18 17:27:05,281: Key.ctrl_l
2021-07-18 17:27:05,465: '\x16'
2021-07-18 17:27:10,090: Key.esc
2021-07-18 17:27:21,802: Key.ctrl_l
2021-07-18 17:27:21,994: '\x03'
2021-07-18 17:27:25,666: Key.ctrl_l
2021-07-18 17:27:25,754: '\x16'
2021-07-18 17:27:26,186: Key.enter
2021-07-18 17:27:30,186: Key.backspace
2021-07-18 17:27:30,689: Key.backspace
2021-07-18 17:27:30,721: Key.backspace
2021-07-18 17:27:30,753: Key.backspace
2021-07-18 17:27:30,785: Key.backspace
2021-07-18 17:27:30,817: Key.backspace
2021-07-18 17:27:30,864: Key.backspace
2021-07-18 17:27:30,896: Key.backspace
2021-07-18 17:27:30,928: Key.backspace
2021-07-18 17:27:30,959: Key.backspace
2021-07-18 17:27:30,991: Key.backspace
2021-07-18 17:27:31,313: Key.shift
2021-07-18 17:27:31,785: 't'
2021-07-18 17:27:32,001: 'a'
2021-07-18 17:27:32,201: 's'
2021-07-18 17:27:32,450: Key.shift
2021-07-18 17:27:32,602: '_'
2021-07-18 17:27:32,850: 'm'
2021-07-18 17:27:32,986: 'a'
2021-07-18 17:27:33,122: 'n'
2021-07-18 17:27:33,274: 'a'
2021-07-18 17:27:33,402: 'g'
2021-07-18 17:27:33,506: 'e'
2021-07-18 17:27:33,706: 'r'
2021-07-18 17:27:34,074: Key.enter
2021-07-18 17:27:49,785: Key.ctrl_l
2021-07-18 17:27:49,954: '\x13'
2021-07-18 17:27:59,418: <98>
2021-07-18 17:27:59,874: <97>
2021-07-18 17:28:00,482: <100>
2021-07-18 17:28:00,834: <103>
2021-07-18 17:28:01,154: <104>
2021-07-18 17:28:01,522: <105>
2021-07-18 17:28:07,170: <100>
2021-07-18 17:28:07,674: <100>
2021-07-18 17:28:07,850: <100>
2021-07-18 17:28:08,026: <100>
2021-07-18 17:28:08,186: <100>
2021-07-18 17:28:08,362: <100>
2021-07-18 17:28:08,546: <100>
2021-07-18 17:28:08,722: <100>
2021-07-18 17:28:08,914: <100>
2021-07-18 17:28:09,098: <100>
2021-07-18 17:39:50,754: Key.ctrl_l
2021-07-18 17:39:50,898: Key.alt_l
2021-07-18 17:39:51,202: Key.delete
2021-07-18 17:57:58,598: Key.ctrl_l
2021-07-18 17:57:58,851: Key.alt_l
2021-07-18 17:57:59,029: Key.delete
2021-07-18 17:59:03,921: 'm'
2021-07-18 17:59:03,995: 'a'
2021-07-18 17:59:04,146: 'm'
2021-07-18 17:59:04,273: 'a'
